review_id,order_id,rating,comment,review_date
281,661,5,Товар соответствует описанию,2023-03-09
282,669,4,Супер!,2024-11-17
283,670,5,Качество среднее,2025-07-09
284,671,5,Товар соответствует описанию,2025-08-12
285,673,5,Рекомендую,2025-07-30
286,674,2,Не понравилось,2024-11-21
287,675,4,Нормально,2023-07-12
288,676,4,Супер!,2023-12-03
289,680,3,Качество среднее,2023-07-16
290,681,1,Хорошо,2025-02-27
291,686,5,Товар соответствует описанию,2025-05-13
292,688,4,Нормально,2025-03-30
293,691,5,Супер!,2024-04-29
294,697,4,Супер!,2025-07-30
295,699,4,Быстро доставили,2023-08-14
296,700,1,Хорошо,2023-10-02
297,701,5,Товар соответствует описанию,2023-07-30
298,702,3,Товар соответствует описанию,2025-06-13
299,705,1,Качество среднее,2024-01-21
300,708,5,Рекомендую,2025-01-24
301,715,5,Отлично!,2025-03-23
302,718,2,Рекомендую,2025-07-11
303,719,4,Качество среднее,2025-02-10
304,720,4,Супер!,2023-03-23
305,722,5,Супер!,2023-05-13
306,723,5,Качество среднее,2023-04-28
307,725,5,Быстро доставили,2025-07-31
308,727,2,Супер!,2025-01-26
309,728,5,Рекомендую,2023-05-25
310,730,5,Качество среднее,2024-06-20
311,732,3,Нормально,2023-10-13
312,735,5,Товар соответствует описанию,2023-02-19
313,737,2,Не понравилось,2024-09-30
314,741,5,Качество среднее,2025-04-14
315,743,2,Отлично!,2023-04-24
316,745,4,Быстро доставили,2024-02-03
317,749,5,Качество среднее,2023-04-06
318,750,4,Супер!,2023-04-11
319,751,4,Быстро доставили,2024-05-02
320,752,3,Товар соответствует описанию,2023-11-04
321,755,4,Товар соответствует описанию,2023-05-09
322,760,3,Нормально,2025-06-17
323,761,3,Рекомендую,2024-03-30
324,762,1,Качество среднее,2024-09-13
325,763,3,Рекомендую,2024-09-07
326,765,4,Отлично!,2025-07-19
327,766,4,Не понравилось,2023-12-05
328,767,1,Качество среднее,2024-08-29
329,770,5,Рекомендую,2023-01-29
330,771,4,Быстро доставили,2023-09-21
331,774,3,Хорошо,2025-06-13
332,778,3,Отлично!,2025-02-18
333,779,3,Отлично!,2025-06-18
334,780,5,Ожидал большего,2024-12-16
335,781,4,Качество среднее,2025-08-18
336,782,5,Быстро доставили,2024-02-08
337,785,5,Супер!,2023-10-09
338,786,1,Супер!,2025-09-13
339,789,4,Рекомендую,2024-11-08
340,792,4,Не понравилось,2023-05-13
341,794,5,Отлично!,2023-03-01
342,797,4,Быстро доставили,2023-01-10
343,800,4,Хорошо,2024-02-07
344,802,1,Рекомендую,2024-12-19
345,804,5,Хорошо,2023-09-14
346,805,5,Хорошо,2025-10-01
347,807,5,Рекомендую,2023-06-29
348,808,3,Быстро доставили,2024-05-11
349,811,4,Нормально,2023-03-14
350,812,5,Не понравилось,2024-08-02
351,819,5,Товар соответствует описанию,2025-06-29
352,820,5,Рекомендую,2024-10-28
353,832,5,Рекомендую,2023-08-26
354,833,3,Супер!,2024-10-12
355,838,4,Не понравилось,2023-10-28
356,840,2,Ожидал большего,2025-07-28
357,841,4,Качество среднее,2025-02-07
358,845,5,Не понравилось,2025-03-18
359,846,4,Рекомендую,2024-10-10
360,851,3,Товар соответствует описанию,2025-01-04
361,853,5,Товар соответствует описанию,2025-02-11
362,855,2,Супер!,2024-06-27
363,856,4,Супер!,2024-01-29
364,860,5,Отлично!,2025-09-02
365,862,4,Товар соответствует описанию,2025-05-06
366,864,4,Не понравилось,2023-06-01
367,867,4,Не понравилось,2023-11-29
368,868,5,Рекомендую,2024-12-04
369,869,5,Отлично!,2024-07-08
370,871,4,Ожидал большего,2024-05-17
371,877,4,Ожидал большего,2024-09-10
372,885,3,Отлично!,2023-11-15
373,887,5,Отлично!,2025-09-17
374,888,2,Ожидал большего,2023-02-19
375,891,3,Быстро доставили,2024-08-27
376,892,4,Супер!,2024-01-19
377,893,5,Быстро доставили,2023-02-22
378,894,4,Отлично!,2025-03-15
379,896,3,Не понравилось,2023-04-30
380,899,4,Ожидал большего,2025-05-20
381,900,5,Супер!,2023-05-20
382,901,1,Ожидал большего,2025-07-29
383,906,4,Быстро доставили,2024-09-25
384,908,4,Быстро доставили,2025-07-20
385,912,5,Не понравилось,2025-06-17
386,916,1,Рекомендую,2025-01-30
387,922,2,Товар соответствует описанию,2023-10-29
388,923,5,Нормально,2024-01-20
389,927,4,Супер!,2023-07-01
390,930,5,Качество среднее,2024-02-15
391,931,5,Быстро доставили,2024-11-27
392,932,5,Не понравилось,2025-01-08
393,933,4,Качество среднее,2024-12-05
394,936,3,Рекомендую,2024-01-19
395,937,5,Не понравилось,2023-04-20
396,938,4,Ожидал большего,2024-11-17
397,939,3,Хорошо,2023-07-05
398,951,5,Нормально,2025-05-17
399,953,4,Хорошо,2023-06-24
400,955,5,Не понравилось,2023-02-25
401,959,5,Товар соответствует описанию,2025-08-22
402,961,4,Ожидал большего,2025-05-12
403,962,5,Товар соответствует описанию,2023-05-16
404,964,4,Не понравилось,2024-07-19
405,966,3,Качество среднее,2023-03-07
406,970,5,Хорошо,2023-08-22
407,974,5,Рекомендую,2024-03-20
408,976,2,Качество среднее,2023-12-12
409,977,3,Нормально,2025-06-12
410,979,5,Нормально,2023-07-28
411,982,4,Отлично!,2023-02-23
412,984,4,Рекомендую,2025-05-15
413,985,4,Качество среднее,2023-11-11
414,987,5,Товар соответствует описанию,2023-10-28
415,988,4,Быстро доставили,2023-04-25
416,990,1,Нормально,2023-03-09
417,991,5,Хорошо,2024-09-27
418,992,4,Качество среднее,2024-02-09
419,994,5,Отлично!,2025-06-21
420,996,5,Рекомендую,2025-02-11
421,997,4,Качество среднее,2024-07-07
422,999,4,Качество среднее,2023-07-19
423,1001,3,Ожидал большего,2024-04-10
424,1003,2,Товар соответствует описанию,2025-04-24
425,1004,5,Супер!,2025-03-07
426,1005,3,Качество среднее,2025-07-08
427,1006,5,Не понравилось,2025-06-03
428,1011,4,Ожидал большего,2023-06-21
429,1012,5,Не понравилось,2025-02-11
430,1013,4,Не понравилось,2025-05-10
431,1014,5,Быстро доставили,2024-03-22
432,1017,4,Товар соответствует описанию,2023-04-23
433,1018,4,Хорошо,2023-05-20
434,1024,2,Отлично!,2025-09-26
435,1025,3,Не понравилось,2025-06-26
436,1028,3,Супер!,2023-06-14
437,1029,2,Хорошо,2025-06-22
438,1032,3,Товар соответствует описанию,2025-09-16
439,1033,5,Быстро доставили,2025-05-07
440,1036,2,Отлично!,2023-02-05
441,1038,4,Отлично!,2024-05-15
442,1041,3,Качество среднее,2024-10-23
443,1043,4,Отлично!,2023-02-23
444,1047,5,Хорошо,2024-11-28
445,1049,5,Отлично!,2025-05-06
446,1050,3,Отлично!,2025-07-27
447,1053,4,Качество среднее,2023-04-28
448,1057,3,Хорошо,2023-04-01
449,1058,3,Рекомендую,2024-11-21
450,1060,2,Качество среднее,2025-08-13
451,1062,2,Рекомендую,2025-07-11
452,1064,5,Нормально,2023-08-12
453,1065,2,Отлично!,2025-02-16
454,1067,5,Нормально,2023-09-29
455,1069,4,Отлично!,2024-08-06
456,1074,3,Супер!,2024-08-05
457,1075,4,Не понравилось,2024-12-14
458,1077,4,Хорошо,2023-05-27
459,1078,3,Товар соответствует описанию,2024-09-17
460,1079,5,Быстро доставили,2023-06-17
461,1080,3,Супер!,2023-11-11
462,1081,5,Товар соответствует описанию,2025-09-01
463,1083,3,Супер!,2025-03-25
464,1085,5,Товар соответствует описанию,2025-04-11
465,1086,5,Ожидал большего,2023-03-09
466,1089,4,Качество среднее,2025-09-13
467,1092,5,Хорошо,2024-09-06
468,1099,4,Рекомендую,2023-11-28
469,1100,3,Супер!,2025-07-26
470,1103,3,Качество среднее,2025-09-19
471,1104,5,Качество среднее,2023-10-30
472,1105,4,Быстро доставили,2024-10-04
473,1108,3,Не понравилось,2023-08-22
474,1112,4,Товар соответствует описанию,2025-03-09
475,1115,3,Рекомендую,2024-04-16
476,1117,2,Ожидал большего,2023-08-31
477,1118,4,Рекомендую,2023-08-10
478,1121,3,Быстро доставили,2023-10-07
479,1126,5,Рекомендую,2023-12-14
480,1128,4,Не понравилось,2025-09-27
481,1134,3,Супер!,2025-03-15
482,1135,5,Супер!,2023-11-26
483,1136,4,Отлично!,2023-11-06
484,1137,5,Ожидал большего,2025-03-22
485,1138,4,Нормально,2024-10-21
486,1140,2,Супер!,2024-09-19
487,1146,5,Товар соответствует описанию,2024-10-24
488,1147,5,Быстро доставили,2024-09-19
489,1150,5,Рекомендую,2024-05-13
490,1151,3,Нормально,2024-01-31
491,1154,5,Быстро доставили,2023-07-14
492,1156,5,Товар соответствует описанию,2024-04-16
493,1162,3,Товар соответствует описанию,2023-08-12
494,1166,4,Рекомендую,2025-06-25
495,1167,4,Товар соответствует описанию,2023-10-02
496,1172,3,Товар соответствует описанию,2023-02-13
497,1173,5,Хорошо,2023-07-21
498,1174,5,Отлично!,2023-10-20
499,1178,4,Хорошо,2023-08-10
500,1179,3,Быстро доставили,2023-11-16
501,1184,5,Супер!,2023-05-02
502,1185,1,Товар соответствует описанию,2025-05-14
503,1187,5,Хорошо,2023-02-09
504,1190,5,Супер!,2024-08-27
505,1191,1,Быстро доставили,2023-03-26
506,1196,3,Нормально,2023-11-06
507,1198,4,Рекомендую,2025-03-23
508,1200,5,Отлично!,2024-02-19
509,1204,2,Не понравилось,2023-07-01
510,1207,4,Нормально,2024-02-06
511,1208,3,Рекомендую,2025-02-26
512,1215,4,Отлично!,2024-05-29
513,1216,4,Хорошо,2024-10-02
514,1218,2,Хорошо,2024-06-26
515,1223,4,Отлично!,2023-12-23
516,1227,2,Нормально,2025-02-08
517,1230,2,Ожидал большего,2024-10-16
518,1238,4,Товар соответствует описанию,2024-12-17
519,1239,5,Хорошо,2023-09-08
520,1243,5,Хорошо,2023-10-12
521,1245,3,Нормально,2025-04-17
522,1246,5,Хорошо,2025-01-08
523,1247,5,Не понравилось,2024-07-02
524,1248,4,Рекомендую,2023-08-13
525,1249,2,Супер!,2023-08-03
526,1251,5,Нормально,2023-04-17
527,1255,4,Быстро доставили,2024-03-31
528,1257,5,Товар соответствует описанию,2023-01-22
529,1262,4,Быстро доставили,2024-11-22
530,1265,2,Качество среднее,2024-05-12
531,1270,5,Рекомендую,2024-10-28
532,1271,5,Быстро доставили,2025-10-15
533,1272,5,Ожидал большего,2023-04-23
534,1275,2,Качество среднее,2024-06-29
535,1276,3,Отлично!,2023-12-06
536,1277,1,Быстро доставили,2024-06-23
537,1280,3,Рекомендую,2023-06-23
538,1284,5,Супер!,2025-02-24
539,1286,1,Рекомендую,2025-02-05
540,1288,3,Хорошо,2025-10-10
541,1289,2,Ожидал большего,2024-04-03
542,1290,4,Хорошо,2024-05-19
543,1291,5,Нормально,2025-03-12
544,1292,4,Нормально,2023-01-18
545,1294,4,Ожидал большего,2023-10-19
546,1297,4,Товар соответствует описанию,2024-07-15
547,1298,3,Отлично!,2023-07-29
548,1300,4,Хорошо,2024-08-06
549,1301,5,Хорошо,2024-02-07
550,1302,5,Качество среднее,2025-07-22
551,1303,5,Ожидал большего,2024-07-19
552,1304,5,Супер!,2023-09-19
553,1305,5,Рекомендую,2025-09-17
554,1306,5,Качество среднее,2023-10-28
555,1308,5,Супер!,2024-12-01
556,1309,5,Отлично!,2024-11-07
557,1310,5,Хорошо,2024-10-01
558,1311,5,Качество среднее,2024-02-01
559,1312,4,Нормально,2023-06-03
560,1315,5,Быстро доставили,2024-07-09
561,1318,5,Нормально,2024-05-21
562,1319,2,Супер!,2023-06-18
563,1322,3,Качество среднее,2025-09-13
564,1326,5,Ожидал большего,2024-10-11
565,1328,2,Не понравилось,2024-05-01
566,1332,5,Не понравилось,2023-09-07
567,1335,5,Супер!,2024-01-10
568,1340,5,Супер!,2024-03-05
569,1341,4,Отлично!,2025-10-06
570,1345,3,Нормально,2024-04-01
571,1348,2,Отлично!,2024-12-31
572,1349,4,Не понравилось,2023-05-19
573,1351,5,Хорошо,2024-02-07
574,1352,4,Хорошо,2023-04-03
575,1353,5,Хорошо,2025-09-02
576,1356,3,Отлично!,2024-12-17
577,1357,4,Рекомендую,2025-02-19
578,1361,3,Ожидал большего,2025-02-09
579,1363,5,Отлично!,2024-04-22
580,1364,3,Нормально,2025-04-18
581,1365,3,Супер!,2023-10-25
582,1367,4,Нормально,2025-02-17
583,1368,3,Не понравилось,2023-02-01
584,1369,2,Супер!,2025-06-30
585,1370,3,Товар соответствует описанию,2023-11-30
586,1371,3,Ожидал большего,2023-11-14
587,1373,3,Качество среднее,2025-05-08
588,1374,5,Не понравилось,2023-12-07
589,1377,4,Качество среднее,2023-09-26
590,1380,4,Нормально,2024-01-30
591,1381,1,Отлично!,2024-05-15
592,1384,5,Товар соответствует описанию,2025-08-08
593,1385,3,Ожидал большего,2024-09-19
594,1389,2,Ожидал большего,2025-07-20
595,1391,2,Не понравилось,2023-11-19
596,1392,4,Товар соответствует описанию,2023-01-09
597,1395,3,Нормально,2025-08-02
598,1396,1,Не понравилось,2023-12-13
599,1400,5,Качество среднее,2025-04-15
600,1401,1,Хорошо,2023-06-20
601,1403,3,Не понравилось,2023-05-29
602,1404,3,Товар соответствует описанию,2024-07-16
603,1405,2,Отлично!,2024-07-14
604,1406,5,Качество среднее,2023-01-17
605,1407,2,Качество среднее,2025-08-14
606,1411,5,Качество среднее,2024-05-23
607,1412,5,Товар соответствует описанию,2023-04-09
608,1414,1,Качество среднее,2025-01-09
609,1416,5,Хорошо,2024-09-23
610,1421,3,Быстро доставили,2024-05-18
611,1426,3,Качество среднее,2023-01-16
612,1429,2,Ожидал большего,2025-06-24
613,1433,3,Ожидал большего,2023-09-23
614,1436,5,Нормально,2025-09-01
615,1437,5,Качество среднее,2025-01-13
616,1440,5,Отлично!,2025-09-06
617,1441,2,Хорошо,2024-10-10
618,1445,4,Ожидал большего,2025-03-18
619,1447,2,Не понравилось,2025-09-20
620,1451,2,Супер!,2024-07-15
621,1452,4,Рекомендую,2023-12-25
622,1454,3,Нормально,2024-02-23
623,1455,1,Отлично!,2024-10-17
624,1456,5,Не понравилось,2023-02-03
625,1462,2,Рекомендую,2024-06-10
626,1466,3,Ожидал большего,2023-04-27
627,1469,5,Не понравилось,2025-09-26
628,1474,3,Супер!,2025-09-28
629,1475,2,Быстро доставили,2023-06-03
630,1479,4,Быстро доставили,2023-06-12
631,1484,5,Ожидал большего,2023-04-26
632,1486,3,Не понравилось,2024-03-15
633,1488,4,Рекомендую,2023-01-31
634,1494,3,Товар соответствует описанию,2024-05-03
635,1497,4,Нормально,2024-03-30
636,1498,4,Нормально,2024-10-02
637,1500,5,Хорошо,2024-08-28
638,1502,4,Нормально,2024-02-10
639,1507,3,Отлично!,2023-08-10
640,1510,5,Нормально,2023-01-08
641,1511,2,Рекомендую,2025-08-26
642,1513,1,Нормально,2024-06-15
643,1514,5,Ожидал большего,2025-05-31
644,1520,3,Ожидал большего,2023-05-27
645,1523,2,Супер!,2025-01-08
646,1525,1,Не понравилось,2023-08-27
647,1527,3,Супер!,2025-03-11
648,1532,4,Нормально,2024-05-25
649,1533,4,Быстро доставили,2024-03-28
650,1534,5,Ожидал большего,2024-01-27
651,1537,4,Не понравилось,2023-09-04
652,1538,5,Супер!,2023-09-16
653,1539,2,Нормально,2025-01-15
654,1541,5,Отлично!,2023-05-06
655,1544,5,Нормально,2025-10-07
656,1548,5,Не понравилось,2024-04-22
657,1551,5,Супер!,2025-01-21
658,1557,3,Отлично!,2025-06-01
659,1558,5,Товар соответствует описанию,2023-11-22
660,1559,4,Товар соответствует описанию,2024-04-27
661,1560,5,Рекомендую,2024-05-22
662,1563,3,Быстро доставили,2024-12-02
663,1564,5,Товар соответствует описанию,2024-04-17
664,1565,1,Отлично!,2025-04-14
665,1566,3,Рекомендую,2024-09-07
666,1572,5,Не понравилось,2023-04-18
667,1577,4,Отлично!,2025-02-06
668,1578,3,Качество среднее,2023-06-02
669,1579,4,Хорошо,2025-04-26
670,1580,3,Супер!,2024-07-07
671,1582,4,Ожидал большего,2023-07-18
672,1584,1,Отлично!,2023-07-14
673,1586,4,Качество среднее,2024-05-03
674,1587,2,Ожидал большего,2024-02-21
675,1588,2,Товар соответствует описанию,2024-04-02
676,1589,4,Хорошо,2024-05-07
677,1595,2,Качество среднее,2023-09-12
678,1600,4,Ожидал большего,2023-06-13
679,1605,3,Рекомендую,2024-05-26
680,1607,3,Отлично!,2024-10-13
681,1610,3,Супер!,2023-03-21
682,1614,4,Качество среднее,2024-12-28
683,1619,3,Рекомендую,2024-08-10
684,1620,4,Ожидал большего,2023-06-02
685,1622,3,Быстро доставили,2023-09-25
