item_id,order_id,product_id,quantity,line_total
1791,179,14,1,22358.4
1801,180,108,1,11356.7
1802,180,64,3,9699.09
1811,181,29,4,83281.64
1812,181,68,5,114296.9
1821,182,67,3,38293.08
1831,183,46,4,22676.32
1841,184,101,5,91811.8
1851,185,31,2,35524.02
1852,185,86,3,74643.48
1861,186,26,3,60823.92
1862,186,17,2,2300.26
1863,186,52,3,44467.08
1864,186,81,4,48577.68
1865,186,72,5,97881.75
1871,187,66,3,65875.2
1881,188,52,5,74111.8
1891,189,15,3,32511.24
1892,189,93,5,107805.35
1893,189,47,5,109855.05
1901,190,76,1,8034.1
1911,191,102,1,24612.05
1912,191,27,1,13637.59
1913,191,74,2,1954.36
1921,192,77,2,44022.48
1931,193,41,3,74229.96
1932,193,22,3,26508.42
1933,193,107,1,6620.26
1934,193,57,4,79623.76
1941,194,19,4,23603.2
1951,195,18,4,65688.68
1952,195,78,4,10394.04
1961,196,81,2,24288.84
1962,196,22,4,35344.56
1971,197,108,3,34070.1
1981,198,18,5,82110.85
1991,199,93,2,43122.14
2001,200,16,2,11713.26
2002,200,39,2,9385.8
2011,201,28,4,39096.36
2012,201,75,1,22028.69
2013,201,51,5,71267.6
2014,201,52,3,44467.08
2015,201,60,4,97165.68
2021,202,102,4,98448.2
2031,203,16,5,29283.15
2032,203,36,1,9569.43
2041,204,85,4,21712.8
2051,205,100,1,10877.68
2061,206,58,2,4112.86
2062,206,76,4,32136.4
2071,207,79,1,2195.71
2081,208,106,5,54180.5
2082,208,90,3,18413.43
2083,208,47,5,109855.05
2084,208,45,4,32914.4
2091,209,36,5,47847.15
2101,210,36,3,28708.29
2111,211,61,4,3125.16
2112,211,26,1,20274.64
2113,211,94,4,25324.44
2114,211,47,5,109855.05
2121,212,96,2,46840.2
2122,212,76,1,8034.1
2123,212,109,1,13982.97
2124,212,62,4,68807.6
2125,212,37,1,7040.96
2131,213,37,5,35204.8
2132,213,36,3,28708.29
2133,213,108,2,22713.4
2141,214,49,2,45812.84
2142,214,57,5,99529.7
2143,214,70,3,46259.31
2144,214,17,2,2300.26
2151,215,50,2,13979.12
2152,215,12,2,14476.44
2161,216,37,3,21122.88
2162,216,74,4,3908.72
2163,216,103,4,41456.88
2164,216,60,5,121457.1
2171,217,73,5,2570.05
2172,217,72,3,58729.05
2173,217,82,2,13987.78
2181,218,24,1,2772.27
2191,219,90,1,6137.81
2192,219,17,3,3450.39
2193,219,12,4,28952.88
2194,219,46,4,22676.32
2201,220,31,3,53286.03
2202,220,23,2,47903.44
2203,220,17,2,2300.26
2211,221,105,1,5160.12
2212,221,58,3,6169.29
2213,221,20,1,20331.05
2214,221,46,1,5669.08
2215,221,64,3,9699.09
2221,222,69,2,15623.8
2231,223,92,1,6109.07
2241,224,71,1,19181.51
2242,224,33,2,4909.8
2243,224,12,4,28952.88
2244,224,25,5,106318.05
2251,225,45,5,41143.0
2252,225,13,4,74174.16
2261,226,99,2,5749.6
2271,227,61,4,3125.16
2281,228,74,4,3908.72
2291,229,63,5,35186.1
2292,229,33,1,2454.9
2293,229,12,1,7238.22
2301,230,46,2,11338.16
2302,230,101,3,55087.08
2303,230,47,1,21971.01
2304,230,103,3,31092.66
2305,230,72,2,39152.7
2311,231,68,1,22859.38
2321,232,16,4,23426.52
2322,232,83,2,21733.76
2323,232,66,1,21958.4
2324,232,82,3,20981.67
2325,232,100,3,32633.04
2331,233,58,4,8225.72
2341,234,80,3,57788.82
2342,234,31,5,88810.05
2343,234,58,5,10282.15
2351,235,105,3,15480.36
2361,236,85,3,16284.6
2362,236,62,4,68807.6
2371,237,109,4,55931.88
2372,237,48,5,82791.25
2373,237,29,4,83281.64
2374,237,97,3,36241.32
2375,237,107,4,26481.04
2381,238,43,2,42299.74
2391,239,56,4,12745.6
2401,240,80,2,38525.88
2402,240,98,1,20283.68
2411,241,91,2,4478.66
2421,242,80,2,38525.88
2422,242,91,5,11196.65
2431,243,37,4,28163.84
2441,244,64,1,3233.03
2451,245,80,1,19262.94
2452,245,16,3,17569.89
2453,245,77,5,110056.2
2454,245,24,2,5544.54
2455,245,84,2,27425.5
2461,246,53,1,10285.31
2462,246,73,3,1542.03
2471,247,58,5,10282.15
2472,247,81,4,48577.68
2473,247,61,2,1562.58
2481,248,106,1,10836.1
2482,248,63,2,14074.44
2491,249,69,2,15623.8
2492,249,30,1,21611.82
2501,250,75,1,22028.69
2502,250,24,3,8316.81
2503,250,74,2,1954.36
2504,250,29,4,83281.64
2511,251,37,5,35204.8
2521,252,35,1,16074.27
2522,252,14,1,22358.4
2531,253,37,2,14081.92
2541,254,98,3,60851.04
2542,254,20,4,81324.2
2543,254,19,1,5900.8
2551,255,56,4,12745.6
2552,255,95,1,5748.8
2561,256,49,4,91625.68
2562,256,54,3,74819.01
2571,257,65,5,58081.15
2581,258,72,5,97881.75
2582,258,92,5,30545.35
2591,259,73,1,514.01
2601,260,55,3,8181.84
2602,260,14,4,89433.6
2611,261,60,1,24291.42
2612,261,107,4,26481.04
2613,261,79,5,10978.55
2614,261,109,5,69914.85
2621,262,98,1,20283.68
2622,262,73,4,2056.04
2623,262,14,1,22358.4
2624,262,59,4,99619.88
2631,263,22,1,8836.14
2641,264,102,1,24612.05
2651,265,106,2,21672.2
2652,265,54,5,124698.35
2661,266,15,4,43348.32
2662,266,52,2,29644.72
2663,266,50,5,34947.8
2664,266,81,4,48577.68
2665,266,110,1,24982.42
2671,267,27,5,68187.95
2681,268,110,1,24982.42
2682,268,14,5,111792.0
2683,268,75,2,44057.38
2684,268,67,4,51057.44
2691,269,83,4,43467.52
2701,270,79,1,2195.71
2702,270,94,3,18993.33
2703,270,103,5,51821.1
2711,271,77,4,88044.96
2721,272,68,3,68578.14
2731,273,16,4,23426.52
2732,273,48,1,16558.25
2733,273,87,2,22466.9
2734,273,53,1,10285.31
2741,274,73,2,1028.02
2751,275,110,2,49964.84
2761,276,16,2,11713.26
2762,276,49,3,68719.26
2763,276,34,5,14872.7
2771,277,40,1,4503.36
2772,277,102,1,24612.05
2773,277,67,2,25528.72
2781,278,105,5,25800.6
2791,279,67,3,38293.08
2792,279,74,4,3908.72
2801,280,78,3,7795.53
2811,281,24,4,11089.08
2812,281,64,1,3233.03
2821,282,82,4,27975.56
2831,283,22,3,26508.42
2841,284,96,5,117100.5
2842,284,56,2,6372.8
2843,284,71,2,38363.02
2844,284,62,1,17201.9
2851,285,22,5,44180.7
2861,286,36,4,38277.72
2871,287,80,5,96314.7
2872,287,58,3,6169.29
2881,288,95,5,28744.0
2882,288,34,4,11898.16
2891,289,16,2,11713.26
2901,290,49,2,45812.84
2911,291,61,1,781.29
2912,291,12,5,36191.1
2913,291,58,1,2056.43
2921,292,96,3,70260.3
2931,293,12,2,14476.44
2932,293,49,3,68719.26
2941,294,72,4,78305.4
2942,294,38,4,65507.48
2943,294,35,4,64297.08
2944,294,95,2,11497.6
2951,295,60,5,121457.1
2961,296,80,2,38525.88
2962,296,20,2,40662.1
2971,297,29,5,104102.05
2972,297,108,1,11356.7
2973,297,19,5,29504.0
2974,297,72,2,39152.7
2981,298,107,4,26481.04
2991,299,57,4,79623.76
2992,299,39,1,4692.9
2993,299,44,4,24446.72
3001,300,52,4,59289.44
3011,301,96,3,70260.3
3021,302,88,2,6929.2
3031,303,27,5,68187.95
3032,303,72,4,78305.4
3033,303,89,2,17566.2
3041,304,77,3,66033.72
3051,305,20,5,101655.25
3052,305,66,1,21958.4
3061,306,82,2,13987.78
3062,306,21,1,20242.57
3071,307,61,3,2343.87
3081,308,54,5,124698.35
3082,308,49,5,114532.1
3091,309,50,4,27958.24
3101,310,60,5,121457.1
3102,310,107,5,33101.3
3111,311,88,2,6929.2
3112,311,87,4,44933.8
3113,311,95,3,17246.4
3114,311,84,1,13712.75
3121,312,54,5,124698.35
3122,312,79,5,10978.55
3131,313,43,3,63449.61
3132,313,91,3,6717.99
3141,314,87,3,33700.35
3142,314,76,2,16068.2
3143,314,40,5,22516.8
3144,314,51,2,28507.04
3151,315,50,2,13979.12
3161,316,77,3,66033.72
3162,316,97,3,36241.32
3163,316,63,5,35186.1
3171,317,95,5,28744.0
3172,317,35,2,32148.54
3181,318,99,3,8624.4
3182,318,48,5,82791.25
3183,318,35,5,80371.35
3191,319,70,5,77098.85
3201,320,26,3,60823.92
3202,320,103,2,20728.44
3211,321,92,3,18327.21
3221,322,93,4,86244.28
3231,323,61,4,3125.16
3241,324,83,3,32600.64
3242,324,69,2,15623.8
3243,324,79,3,6587.13
3251,325,43,4,84599.48
3252,325,26,5,101373.2
3261,326,11,4,64663.84
3262,326,19,5,29504.0
3263,326,35,5,80371.35
3264,326,43,3,63449.61
3265,326,74,5,4885.9
3271,327,36,1,9569.43
3272,327,45,4,32914.4
3281,328,73,1,514.01
3282,328,87,4,44933.8
3291,329,51,2,28507.04
3292,329,26,2,40549.28
3301,330,108,1,11356.7
3311,331,19,3,17702.4
3321,332,79,3,6587.13
3331,333,23,4,95806.88
3341,334,95,5,28744.0
3351,335,25,3,63790.83
3361,336,103,2,20728.44
3362,336,46,2,11338.16
3363,336,47,5,109855.05
3364,336,66,5,109792.0
3365,336,41,5,123716.6
3371,337,81,2,24288.84
3372,337,56,1,3186.4
3373,337,41,5,123716.6
3381,338,108,2,22713.4
3382,338,39,4,18771.6
3391,339,89,1,8783.1
3401,340,22,4,35344.56
3402,340,84,1,13712.75
3403,340,105,1,5160.12
3404,340,89,2,17566.2
3405,340,45,4,32914.4
3411,341,69,5,39059.5
3421,342,33,2,4909.8
3431,343,11,2,32331.92
3441,344,66,5,109792.0
3442,344,85,4,21712.8
3451,345,40,1,4503.36
3452,345,23,4,95806.88
3461,346,67,4,51057.44
3462,346,30,5,108059.1
3463,346,105,4,20640.48
3471,347,108,3,34070.1
3481,348,97,4,48321.76
3491,349,78,3,7795.53
3492,349,54,1,24939.67
3501,350,89,4,35132.4
3502,350,60,5,121457.1
3511,351,29,1,20820.41
3521,352,100,4,43510.72
3522,352,98,2,40567.36
3531,353,37,3,21122.88
3532,353,38,4,65507.48
3533,353,51,3,42760.56
3541,354,48,2,33116.5
3551,355,71,1,19181.51
3561,356,83,1,10866.88
3562,356,42,4,56581.08
3571,357,13,3,55630.62
3572,357,60,3,72874.26
3573,357,84,4,54851.0
3581,358,66,4,87833.6
3591,359,22,2,17672.28
3592,359,66,3,65875.2
3593,359,43,3,63449.61
3594,359,55,3,8181.84
3601,360,32,5,30417.55
3602,360,39,5,23464.5
3611,361,36,4,38277.72
3612,361,15,3,32511.24
3621,362,40,1,4503.36
3631,363,31,5,88810.05
3632,363,22,1,8836.14
3633,363,89,3,26349.3
3641,364,43,4,84599.48
3651,365,29,4,83281.64
3661,366,34,2,5949.08
3671,367,32,1,6083.51
3672,367,77,2,44022.48
3681,368,90,2,12275.62
3682,368,17,3,3450.39
3683,368,84,5,68563.75
3684,368,94,4,25324.44
3691,369,32,5,30417.55
3692,369,41,1,24743.32
3693,369,13,1,18543.54
3694,369,36,1,9569.43
3701,370,33,5,12274.5
3711,371,70,5,77098.85
3721,372,103,5,51821.1
3722,372,33,2,4909.8
3723,372,30,2,43223.64
3731,373,52,3,44467.08
3732,373,32,5,30417.55
3733,373,109,1,13982.97
3741,374,18,2,32844.34
3742,374,61,2,1562.58
3751,375,30,2,43223.64
3761,376,88,3,10393.8
3771,377,46,2,11338.16
3772,377,70,4,61679.08
3781,378,25,2,42527.22
3791,379,88,1,3464.6
3801,380,59,2,49809.94
3811,381,69,5,39059.5
3821,382,97,5,60402.2
3822,382,107,5,33101.3
3823,382,61,4,3125.16
3831,383,70,5,77098.85
3832,383,93,5,107805.35
3833,383,77,4,88044.96
3834,383,56,3,9559.2
3841,384,63,5,35186.1
3842,384,32,4,24334.04
3851,385,15,2,21674.16
3861,386,58,3,6169.29
3871,387,63,4,28148.88
3881,388,58,1,2056.43
3891,389,36,1,9569.43
3901,390,110,2,49964.84
3911,391,86,2,49762.32
3912,391,108,3,34070.1
3921,392,29,1,20820.41
3931,393,67,4,51057.44
3932,393,43,4,84599.48
3933,393,73,3,1542.03
3934,393,62,2,34403.8
3941,394,64,2,6466.06
3942,394,17,2,2300.26
3951,395,23,3,71855.16
3952,395,48,4,66233.0
3953,395,58,4,8225.72
3954,395,17,4,4600.52
3961,396,48,3,49674.75
3971,397,81,4,48577.68
3972,397,72,1,19576.35
3973,397,16,3,17569.89
3981,398,50,5,34947.8
3991,399,23,2,47903.44
4001,400,82,1,6993.89
4002,400,45,5,41143.0
4003,400,18,2,32844.34
4011,401,58,4,8225.72
4012,401,14,4,89433.6
4021,402,89,4,35132.4
4031,403,52,3,44467.08
4041,404,77,5,110056.2
4051,405,67,4,51057.44
4061,406,76,5,40170.5
4062,406,15,5,54185.4
4071,407,30,3,64835.46
4072,407,59,4,99619.88
4081,408,92,2,12218.14
4082,408,45,2,16457.2
4083,408,29,1,20820.41
4091,409,46,2,11338.16
4092,409,61,1,781.29
4101,410,12,2,14476.44
4111,411,83,2,21733.76
4121,412,30,5,108059.1
4122,412,65,5,58081.15
4131,413,37,1,7040.96
4141,414,31,1,17762.01
4142,414,15,2,21674.16
4143,414,44,4,24446.72
4144,414,104,2,43221.96
4145,414,72,4,78305.4
4151,415,96,4,93680.4
4161,416,54,3,74819.01
4162,416,89,4,35132.4
4163,416,104,3,64832.94
4171,417,81,3,36433.26
4172,417,105,3,15480.36
4181,418,96,5,117100.5
4182,418,98,5,101418.4
4191,419,87,2,22466.9
4192,419,110,2,49964.84
4201,420,66,3,65875.2
4202,420,72,5,97881.75
4203,420,45,3,24685.8
4211,421,103,1,10364.22
4212,421,62,5,86009.5
4221,422,43,1,21149.87
4231,423,82,4,27975.56
4232,423,39,2,9385.8
4233,423,42,1,14145.27
4241,424,75,4,88114.76
4242,424,57,4,79623.76
4251,425,53,1,10285.31
4252,425,49,2,45812.84
4261,426,72,1,19576.35
4271,427,18,4,65688.68
4272,427,66,2,43916.8
4273,427,62,4,68807.6
4281,428,14,3,67075.2
4282,428,53,1,10285.31
4291,429,73,4,2056.04
4301,430,61,4,3125.16
4302,430,86,2,49762.32
4303,430,38,3,49130.61
4304,430,62,2,34403.8
4311,431,32,2,12167.02
4312,431,54,5,124698.35
4321,432,59,1,24904.97
4331,433,21,1,20242.57
4341,434,65,4,46464.92
4351,435,100,1,10877.68
4352,435,93,4,86244.28
4353,435,30,2,43223.64
4354,435,17,1,1150.13
4361,436,57,3,59717.82
4371,437,22,2,17672.28
4372,437,16,3,17569.89
4381,438,15,5,54185.4
4391,439,16,5,29283.15
4401,440,35,2,32148.54
4411,441,73,3,1542.03
4412,441,24,5,13861.35
4413,441,45,5,41143.0
4414,441,86,1,24881.16
4421,442,47,4,87884.04
4422,442,28,5,48870.45
4423,442,19,3,17702.4
4431,443,110,5,124912.1
4441,444,88,2,6929.2
4451,445,15,3,32511.24
4452,445,61,2,1562.58
4461,446,68,5,114296.9
4462,446,56,3,9559.2
4471,447,101,4,73449.44
4481,448,41,3,74229.96
4482,448,50,2,13979.12
4491,449,30,2,43223.64
4501,450,18,5,82110.85
4511,451,29,2,41640.82
4512,451,24,1,2772.27
4513,451,68,3,68578.14
4514,451,27,3,40912.77
4521,452,85,4,21712.8
4522,452,41,4,98973.28
4531,453,93,5,107805.35
4532,453,96,5,117100.5
4541,454,101,2,36724.72
4551,455,94,4,25324.44
4552,455,15,2,21674.16
4553,455,57,3,59717.82
4554,455,31,1,17762.01
4561,456,43,4,84599.48
4571,457,74,4,3908.72
4581,458,61,3,2343.87
4582,458,101,4,73449.44
4591,459,52,4,59289.44
4601,460,107,2,13240.52
4602,460,83,1,10866.88
4611,461,32,4,24334.04
4612,461,43,3,63449.61
4613,461,64,2,6466.06
4614,461,22,1,8836.14
4621,462,41,3,74229.96
4622,462,76,2,16068.2
4623,462,88,2,6929.2
4624,462,74,4,3908.72
4631,463,12,3,21714.66
4641,464,89,1,8783.1
4642,464,58,1,2056.43
4643,464,54,4,99758.68
4651,465,75,2,44057.38
4652,465,36,3,28708.29
4653,465,38,5,81884.35
4661,466,61,5,3906.45
4671,467,89,1,8783.1
4672,467,36,4,38277.72
4673,467,66,5,109792.0
4674,467,109,5,69914.85
4675,467,104,3,64832.94
4681,468,107,1,6620.26
4682,468,69,3,23435.7
4691,469,63,5,35186.1
4701,470,19,4,23603.2
4702,470,71,4,76726.04
4711,471,88,5,17323.0
4712,471,84,2,27425.5
4713,471,40,4,18013.44
4714,471,51,3,42760.56
4721,472,94,1,6331.11
4731,473,96,4,93680.4
4732,473,85,3,16284.6
4733,473,43,1,21149.87
4741,474,16,4,23426.52
4742,474,39,2,9385.8
4751,475,66,1,21958.4
4761,476,46,5,28345.4
4762,476,79,3,6587.13
4763,476,80,5,96314.7
4764,476,64,1,3233.03
4765,476,13,4,74174.16
4771,477,38,1,16376.87
4772,477,79,2,4391.42
4773,477,95,4,22995.2
4774,477,81,5,60722.1
4775,477,47,3,65913.03
4781,478,94,2,12662.22
4791,479,65,1,11616.23
4801,480,42,4,56581.08
4811,481,27,3,40912.77
4821,482,48,3,49674.75
4831,483,65,2,23232.46
4832,483,37,3,21122.88
4841,484,47,3,65913.03
4851,485,99,2,5749.6
4852,485,81,1,12144.42
4853,485,92,1,6109.07
4854,485,19,2,11801.6
4855,485,20,1,20331.05
4861,486,108,1,11356.7
4862,486,45,4,32914.4
4863,486,33,3,7364.7
4871,487,109,5,69914.85
4881,488,26,5,101373.2
4882,488,72,3,58729.05
4891,489,56,4,12745.6
4892,489,22,2,17672.28
4893,489,33,5,12274.5
4901,490,103,1,10364.22
4902,490,13,1,18543.54
4903,490,90,2,12275.62
4904,490,109,2,27965.94
